sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation
46504841,449633,DrugBank,DB02589,SE-ETHYL-ISOSELENOUREA|DB02589,20200307,20080117,Curation Efforts|Research and Development,NULL
46504842,444390,DrugBank,DB02264,O2-Sulfo-Glucuronic Acid|DB02264,20200307,20080117,Curation Efforts|Research and Development,NULL
46504843,444795,DrugBank,DB00755,"Retinoic acid|tretinoin|Vitamin A acid|all-trans-Retinoic acid|trans-Retinoic acid|ATRA|Retionic acid|Tretin M|all-trans-Vitamin A acid|all-trans-Tretinoin|beta-Retinoic acid|All Trans Retinoic Acid|all-trans-Vitamin A1 acid|all-(E)-Retinoic acid|all trans-Retinoic acid|all-trans-beta-Retinoic acid|DB00755|(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL)",20200307,20080117,Curation Efforts|Research and Development,NULL
46504844,444655,DrugBank,DB03127,benzamidine|DB03127,20200307,20080117,Curation Efforts|Research and Development,NULL
46504845,127151,DrugBank,DB00234,Reboxetine|DB00234,20200307,20080117,Curation Efforts|Research and Development,NULL
46504846,82400,DrugBank,DB02835,"alpha-D-Glucose 1,6-bisphosphate|DB02835",20200307,20080117,Curation Efforts|Research and Development,NULL
46504847,5755,DrugBank,DB00860,"prednisolone|Metacortandralone|Hydroretrocortine|PRDL|delta(1)-Hydrocortisone|delta(1)-Dehydrocortisol|delta-hydrocortisone|delta-dehydrocortisol|Delta(1)-dehydrohydrocortisone|delta-dehydrohydrocortisone|1,4-Pregnadiene-11beta,17alpha,21-triol-3,20-dione|(11beta)-11,17,21-Trihydroxypregna-1,4-diene-3,20-dione|1,4-Pregnadiene-3,20-dione-11beta,17alpha,21-triol|3,20-Dioxo-11beta,17alpha,21-trihydroxy-1,4-pregnadiene|DB00860",20200307,20080117,Curation Efforts|Research and Development,NULL
46504848,84265,DrugBank,DB03567,alpha-GalNAc|TN saccharide|alpha-GalpNAc|GalNAc-alpha|TN antigen saccharide|TN saccharide component|alpha-N-Acetyl-D-galactosamine|N-acetyl-alpha-D-galactosamine|TN antigen saccharide component|N-ACETYL-2-DEOXY-2-AMINO-GALACTOSE|DB03567,20200307,20080117,Curation Efforts|Research and Development,NULL
46504849,447377,DrugBank,DB02684,5'-O-(L-cysteinylsulfamoyl)adenosine|DB02684|5'-O-(N-(L-CYSTEINYL)-SULFAMOYL)ADENOSINE,20200307,20080117,Curation Efforts|Research and Development,NULL
46504850,6323416,DrugBank,DB02882,CYANOCINNOLINE|DB02882,20210728,20080117,Curation Efforts|Research and Development,NULL
46504851,54687,DrugBank,DB00175,"pravastatin|Pravastatin acid|DB00175|(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid",20200307,20080117,Curation Efforts|Research and Development,NULL
46504852,446143,DrugBank,DB04318,DB04318|Nalpha-[(2S)-2-{[(S)-[(1S)-1-{[(benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-L-tryptophanamide,20210728,20080117,Curation Efforts|Research and Development,NULL
46504853,193758,DrugBank,DB02120,"DB02120|6-AMINO-4-HYDROXYMETHYL-CYCLOHEX-4-ENE-1,2,3-TRIOL",20200307,20080117,Curation Efforts|Research and Development,NULL
46504854,446801,DrugBank,DB03218,DB03218|N-ACETYL-N'-BETA-D-GLUCOPYRANOSYL UREA,20200307,20080117,Curation Efforts|Research and Development,NULL
46504855,5355,DrugBank,DB00391,sulpiride|Sulpyrid|Sulpirid|(+/-)-Sulpiride|DB00391|N-((1-Ethyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-o-anisamide|N-((1-Ethyl-2-pyrrolidinyl)methyl)-2-methoxy-5-sulfamoylbenzamide|5-(Aminosulfonyl)-N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxybenzamide,20200307,20080117,Curation Efforts|Research and Development,NULL
46504856,5288535,DrugBank,DB03820,"DB03820|(2S,5R,6R)-6-({(6S)-6-[(ammonioacetyl)amino]-6-carboxylatohexanoyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",20200307,20080117,Curation Efforts|Research and Development,NULL
46504857,19,DrugBank,DB01672,"2,3-DIHYDROXY-BENZOIC ACID|DB01672",20200307,20080117,Curation Efforts|Research and Development,NULL
46504858,7966,DrugBank,DB03703,CYCLOHEXANOL|DB03703,20200307,20080117,Curation Efforts|Research and Development,NULL
46504859,6323540,DrugBank,DB02309,DB02309|5-MONOPHOSPHATE-9-BETA-D-RIBOFURANOSYL XANTHINE,20200307,20080117,Curation Efforts|Research and Development,NULL
46504860,,DrugBank,DB00008,Peginterferon alfa-2a|PEG-IFN alfa-2A|PEG-interferon alfa-2A|pegylated interferon alfa-2a|Pegylated-interferon alfa 2a|Pegylated Interfeaon alfa-2A|Pegylated interferon alpha-2a|DB00008,20200307,20080117,Curation Efforts|Research and Development,NULL
46504861,65533,DrugBank,DB02843,Glucose-1-phosphate|alpha-D-glucose-1-phosphate|DB02843,20200307,20080117,Curation Efforts|Research and Development,NULL
46504862,4174,DrugBank,DB01011,metyrapone|DB01011,20210728,20080117,Curation Efforts|Research and Development,NULL
46504863,17473,DrugBank,DB03041,UDP-glucuronate|Udp-glucuronic acid|UDPglucuronate|uridine diphosphate glucuronic acid|UDP-D-glucuronate|UDP-alpha-D-glucuronate|UDP-alpha-D-glucuronic acid|URIDINE-5'-DIPHOSPHATE-GLUCURONIC ACID|DB03041,20200307,20080117,Curation Efforts|Research and Development,NULL
46504864,135398508,DrugBank,DB00442,Entecavir|Entecavir anhydrous|anhydrous entecavir|entecavir (anhydrous)|DB00442,20200307,20080117,Curation Efforts|Research and Development,NULL
46504865,54676868,DrugBank,DB04631,"Atpenin A5|DB04631|3-[(2S,4S,5R)-5,6-DICHLORO-2,4-DIMETHYL-1-OXOHEXYL]-4-HYDROXY-5,6-DIMETHOXY-2(1H)-PYRIDINONE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504866,5950,DrugBank,DB00160,L-alanine|alanine|L-alpha-alanine|(S)-Alanine|L-2-Aminopropionic acid|(S)-2-Aminopropanoic acid|(2S)-2-Aminopropanoic acid|DB00160,20200307,20080117,Curation Efforts|Research and Development,NULL
46504867,49866861,DrugBank,DB03289,Thiarsa Dihydroxy Cysteine|DB03289,20200307,20080117,Curation Efforts|Research and Development,NULL
46504868,586,DrugBank,DB00148,creatine|Creatin|Kreatin|N-amidinosarcosine|methylglycocyamine|N-methyl-N-guanylglycine|(alpha-Methylguanido)acetic acid|N-carbamimidoyl-N-methylglycine|alpha-Methylguanidino acetic acid|N-(aminoiminomethyl)-N-methylglycine|(N-methylcarbamimidamido)acetic acid|DB00148|((amino(imino)methyl)(methyl)amino)acetic acid,20200307,20080117,Curation Efforts|Research and Development,NULL
46504869,5281004,DrugBank,DB01222,"budesonide|DB01222|(11beta,16alpha)-16,17-(Butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione",20200307,20080117,Curation Efforts|Research and Development,NULL
46504870,14253,DrugBank,DB02776,1-Hexadecanosulfonic Acid|DB02776,20200307,20080117,Curation Efforts|Research and Development,NULL
46504871,446245,DrugBank,DB04306,"5-[(4-METHYLPHENYL)SULFANYL]-2,4-QUINAZOLINEDIAMINE|DB04306",20210728,20080117,Curation Efforts|Research and Development,NULL
46504872,5287525,DrugBank,DB04480,"DB04480|3-(4-FLUOROPHENYL)-2-(6-METHYLPYRIDIN-2-YL)-5,6-DIHYDRO-4H-PYRROLO[1,2-B]PYRAZOLE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504873,5226,DrugBank,DB03468,"DB03468|1,2,3,4-TETRAHYDRO-ISOQUINOLINE-7-SULFONIC ACID AMIDE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504874,955,DrugBank,DB02251,O-succinylbenzoate|DB02251,20200307,20080117,Curation Efforts|Research and Development,NULL
46504875,867,DrugBank,DB02175,malonic acid|propanedioic acid|DB02175,20200307,20080117,Curation Efforts|Research and Development,NULL
46504876,135398578,DrugBank,DB02547,GUANOSINE-5'-DIPHOSPHATE-RHAMNOSE|DB02547,20200307,20080117,Curation Efforts|Research and Development,NULL
46504877,4469994,DrugBank,DB01695,N-Hydroxy-4-Phosphono-Butanamide|DB01695,20200307,20080117,Curation Efforts|Research and Development,NULL
46504878,6857474,DrugBank,DB00789,Gadopentetic acid|gadopentetate|Gadolinium dtpa|DB00789|Gadolinium diethylenetriamine pentaacetic acid,20200307,20080117,Curation Efforts|Research and Development,NULL
46504879,439153,DrugBank,DB00157,"NADH|DPNH|NAD reduced form|1,4-Dihydronicotinamide adenine dinucleotide|Reduced nicotinamide adenine diphosphate|Reduced nicotinamide-adenine dinucleotide|nicotinamide adenine dinucleotide (reduced)|DB00157|Nicotinamide-adenine dinucleotide, reduced",20200307,20080117,Curation Efforts|Research and Development,NULL
46504880,135400182,DrugBank,DB00293,Raltitrexed|DB00293,20200307,20080117,Curation Efforts|Research and Development,NULL
46504881,10660,DrugBank,DB00985,"DIMENHYDRINATE|Diphenhydramine Theoclate|Diphenhydramine 8-chlorotheophylline|Diphenhydramine 8-chlorotheophyllinate|DB00985|O-Benzhydryldimethylaminoethanol 8-chlorotheophyllinate|(o-Benzhydryl(dimethylamino)ethanol) 8-chlorotheophyllinate|Benzhydryl-beta-dimethylaminoethylether 8-chlorotheophylline|N,N-Dimethyl-2-diphenylmethoxyethylamine 8-chlorotheophyllinate|beta-Dimethylaminoethyl benzhydryl ether 1,3-dimethyl-8-chloroxanthine|8-chloro-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione - 2-(diphenylmethoxy)",20210728,20080117,Curation Efforts|Research and Development,NULL
46504882,448581,DrugBank,DB04511,N-SUCCINYL METHIONINE|DB04511,20200307,20080117,Curation Efforts|Research and Development,NULL
46504883,5288237,DrugBank,DB03113,3-FLUORO-2-(PHOSPHONOOXY)PROPANOIC ACID|DB03113,20200307,20080117,Curation Efforts|Research and Development,NULL
46504884,5288123,DrugBank,DB02270,DIMETHYLALLYL S-THIOLODIPHOSPHATE|DB02270,20200307,20080117,Curation Efforts|Research and Development,NULL
46504885,6741,DrugBank,DB00959,"methylprednisolone|delta(1)-6alpha-Methylhydrocortisone|1-Dehydro-6alpha-methylhydrocortisone|DB00959|6alpha-Methyl-11beta,17alpha,21-triol-1,4-pregnadiene-3,20-dione|(6alpha,11beta)-11,17,21-Trihydroxy-6-methylpregna-1,4-diene-3,20-dione",20200307,20080117,Curation Efforts|Research and Development,NULL
46504886,6287,DrugBank,DB00161,L-valine|valine|(S)-Valine|L-valin|2-Amino-3-methylbutyric acid|(2S)-2-amino-3-methylbutanoic acid|L-alpha-Amino-beta-methylbutyric acid|l-(+)-alpha-Aminoisovaleric acid|DB00161|val,20200307,20080117,Curation Efforts|Research and Development,NULL
46504887,97535,DrugBank,DB02458,"DNP-S-glutathione|S-(2,4-dinitrophenyl)glutathione|dinitrophenyl-S-glutathione|DNP-SGc|DB02458",20200307,20080117,Curation Efforts|Research and Development,NULL
46504888,445109,DrugBank,DB02911,"2,4-diamino-6-phenyl-5,6,7,8,-tetrahydropteridine|DB02911",20200307,20080117,Curation Efforts|Research and Development,NULL
46504889,,DrugBank,DB01277,Mecasermin|Human somatomedin C|mechano growth factor|MECASERMIN RECOMBINANT|DB01277,20200307,20080117,Curation Efforts|Research and Development,NULL
46504890,16958,DrugBank,DB04221,Didecyldimethylammonium|Didecyldimonium|DIDECYL-DIMETHYL-AMMONIUM|Didecyldimethylammonium ion|Didecyldimethylammonium cation|DB04221,20200307,20080117,Curation Efforts|Research and Development,NULL
46504891,10918,DrugBank,DB02648,(3-CARBOXY-2-(R)-HYDROXY-PROPYL)-TRIMETHYL-AMMONIUM|DB02648,20200307,20080117,Curation Efforts|Research and Development,NULL
46504892,3561,DrugBank,DB00793,haloprogin|DB00793,20200307,20080117,Curation Efforts|Research and Development,NULL
46504893,5362119,DrugBank,DB00722,lisinopril|Lisinopril anhydrous|DB00722|[N2-[(S)-1-CARBOXY-3-PHENYLPROPYL]-L-LYSYL-L-PROLINE|(S)-1-(N(2)-(1-carboxy-3-phenylpropyl)-L-lysyl)-L-proline,20210728,20080117,Curation Efforts|Research and Development,NULL
46504894,9568614,DrugBank,DB00736,Esomeprazole|(S)-Omeprazole|(-)-Omeprazole|(S)-(-)-Omeprazole|Perprazole|Omeprazole S-form|DB00736,20200307,20080117,Curation Efforts|Research and Development,NULL
46504895,17754112,DrugBank,DB01662,Trans-O-Hydroxy-Alpha-Methyl Cinnamate|DB01662,20200307,20080117,Curation Efforts|Research and Development,NULL
46504896,1893,DrugBank,DB02207,7-nitroindazole|DB02207,20200307,20080117,Curation Efforts|Research and Development,NULL
46504897,6335986,DrugBank,DB01416,CEFPODOXIME|DB01416,20200307,20080117,Curation Efforts|Research and Development,NULL
46504898,12647,DrugBank,DB04193,L-homoserine|DB04193,20200307,20080117,Curation Efforts|Research and Development,NULL
46504899,,DrugBank,DB00060,"Interferon beta 1a|Interferon beta-1a|Interferon-beta-1a|Interferon beta 1-a|Interferon beta-1a,recombinant|DB00060|Interferon beta-1a (recombinant human)",20200307,20080117,Curation Efforts|Research and Development,NULL
46504900,445995,DrugBank,DB02552,Geranyl diphosphate|DB02552,20200307,20080117,Curation Efforts|Research and Development,NULL
46504901,131536,DrugBank,DB01319,Fosamprenavir|FOS-APV|DB01319,20210728,20080117,Curation Efforts|Research and Development,NULL
46504902,5288133,DrugBank,DB04240,"DB04240|1,2-HYDRO-1-OXY-3,4-HYDRO-3-(1-METHOXY-2-OXY-3,4-DIHYDROXYPENTYL)-8,9-DIHYDROXY-7-(SEC-BUTYL)-ANTHRACENE|(1S)-1-C-{(2R)-6-[(2R)-2-Butanyl]-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl}-5-deoxy-1-O-methyl-D-xylulose",20200307,20080117,Curation Efforts|Research and Development,NULL
46504903,5281006,DrugBank,DB01150,cefprozil|Cefprozil anhydrous|DB01150,20210728,20080117,Curation Efforts|Research and Development,NULL
46504904,446193,DrugBank,DB03474,REACTIVE RED 1 DYE|DB03474,20200307,20080117,Curation Efforts|Research and Development,NULL
46504905,5326967,DrugBank,DB04615,(S)-TACRINE(10)-HUPYRIDONE|DB04615,20200307,20080117,Curation Efforts|Research and Development,NULL
46504906,446122,DrugBank,DB03731,S-2-(BORONOETHYL)-L-CYSTEINE|DB03731,20200307,20080117,Curation Efforts|Research and Development,NULL
46504907,3710,DrugBank,DB02936,4-(1-BENZYL-3-CARBAMOYLMETHYL-2-METHYL-1H-INDOL-5-YLOXY)-BUTYRIC ACID|DB02936,20200307,20080117,Curation Efforts|Research and Development,NULL
46504908,3342296,DrugBank,DB03853,Azo-Dye Hapten|RR6 azo-dye hapten|Reactive Red 6 hapten|DB03853,20200307,20080117,Curation Efforts|Research and Development,NULL
46504910,49866988,DrugBank,DB02455,FLUORESCEINYLTHIOUREIDO|DB02455,20200307,20080117,Curation Efforts|Research and Development,NULL
46504911,243,DrugBank,DB03793,benzoic acid|DB03793,20200307,20080117,Curation Efforts|Research and Development,NULL
46504912,46936829,DrugBank,DB03925,Freselestat|DB03925,20210728,20080117,Curation Efforts|Research and Development,NULL
46504913,1707,DrugBank,DB02973,4-(5-bromo-2-oxo-2h-indol-3-ylazo)-benzenesulfonamide|DB02973,20210728,20080117,Curation Efforts|Research and Development,NULL
46504914,121947,DrugBank,DB04328,shikimate-3-phosphate|DB04328,20200307,20080117,Curation Efforts|Research and Development,NULL
46504915,445506,DrugBank,DB03558,"SP-876|DB03558|1-[(4-{[(1S)-1,3-dicarboxypropyl]carbamoyl}phenyl)sulfonyl]-D-prolyl-beta-alanine",20200307,20080117,Curation Efforts|Research and Development,NULL
46504916,135678082,DrugBank,DB03743,DB03743,20190116,20080117,Curation Efforts|Research and Development,NULL
46504917,2334,DrugBank,DB01681,benzene hexacarboxylic acid|DB01681,20210728,20080117,Curation Efforts|Research and Development,NULL
46504918,5342,DrugBank,DB01138,"sulfinpyrazone|Sulphinpyrazone|Sulfoxyphenylpyrazolidine|1,2-Diphenyl-4-(2'-phenylsulfinethyl)-3,5-pyrazolidinedione|DB01138|4-(2-Benzenesulfinylethyl)-1,2-diphenylpyrazolidine-3,5-dione|1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulfinylethyl)pyrazolidine",20210728,20080117,Curation Efforts|Research and Development,NULL
46504919,448381,DrugBank,DB01965,"DB01965|2'-DEOXYURIDINE 5'-ALPHA,BETA-IMIDO-TRIPHOSPHATE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504920,10394,DrugBank,DB03897,Phloretic acid|3-(4-Hydroxyphenyl)propionic acid|desaminotyrosine|Dihydro-p-coumaric acid|Phloretinic acid|p-Hydroxyhydrocinnamic acid|4-Hydroxyphenylpropionic acid|p-Hydroxyphenylpropionic acid|3-(p-Hydroxyphenyl)propionic acid|HYDROXYPHENYL PROPIONIC ACID|beta-(p-Hydroxyphenyl)propionic acid|DB03897,20210728,20080117,Curation Efforts|Research and Development,NULL
46504921,5288869,DrugBank,DB02243,DB02243|4-MORPHOLIN-4-YL-PIPERIDINE-1-CARBOXYLIC ACID [1-(3-BENZENESULFONYL-1-PROPYL-ALLYLCARBAMOYL)-2-PHENYLETHYL]-AMIDE,20210728,20080117,Curation Efforts|Research and Development,NULL
46504922,6950479,DrugBank,DB03741,2-Methylbutanoic acid|DB03741,20200307,20080117,Curation Efforts|Research and Development,NULL
46504923,44259,DrugBank,DB02010,staurosporine|DB02010,20200307,20080117,Curation Efforts|Research and Development,NULL
46504924,8060,DrugBank,DB02045,Amylamine|DB02045,20200307,20080117,Curation Efforts|Research and Development,NULL
46504925,69249407,DrugBank,DB01540,4-Hydroxy-19-normethyltestosterone|17Alpha-methyl-4-hydroxynandrolone|DB01540,20200307,20080117,Curation Efforts|Research and Development,NULL
46504926,448288,DrugBank,DB03086,"DB03086|N'-(2S,3R)-3-AMINO-4-CYCLOHEXYL-2-HYDROXY-BUTANO-N-(4-METHYLPHENYL)HYDRAZIDE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504927,5288259,DrugBank,DB01858,DB01858|[1-(4-FLUOROBENZYL)CYCLOBUTYL]METHYL (1S)-1-[OXO(1H-PYRAZOL-5-YLAMINO)ACETYL]PENTYLCARBAMATE,20200307,20080117,Curation Efforts|Research and Development,NULL
46504928,441130,DrugBank,DB00760,"meropenem|Meropenem anhydrous|DB00760|(4R,5S,6S)-3-{[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]thio}-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",20200307,20080117,Curation Efforts|Research and Development,NULL
46504929,37464,DrugBank,DB01359,penbutolol|(2S)-1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol|DB01359,20200307,20080117,Curation Efforts|Research and Development,NULL
46504930,448238,DrugBank,DB01772,"DB01772|3-[3-(2,3-DIHYDROXY-PROPYLAMINO)-PHENYL]-4-(5-FLUORO-1-METHYL-1H-INDOL-3-YL)-PYRROLE-2,5-DIONE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504931,448469,DrugBank,DB03296,3'-beta-Sialyl-beta-lactose|DB03296|O-(N-Acetyl-alpha-neuraminosyl)-(2->3)-o-beta-D-galactopyranosyl-(1->4)-alpha-D-glucopyranose,20200307,20080117,Curation Efforts|Research and Development,NULL
46504932,4659569,DrugBank,DB00323,"Tolcapone|3,4-Dihydroxy-4'-methyl-5-nitrobenzophenone|(3,4-Dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone|DB00323|3,4-dihydroxy-5-nitro-4'-methylbenzophenone|4'-methyl-3,4-dihydroxy-5-nitrobenzophenone",20210728,20080117,Curation Efforts|Research and Development,NULL
46504933,447371,DrugBank,DB02008,DB02008|1-(2-FLUOROBENZYL)-3-BUTYL-8-(N-ACETYL-4-AMINOBENZYL)-XANTHINE,20200307,20080117,Curation Efforts|Research and Development,NULL
46504934,5486971,DrugBank,DB00230,Pregabalin|3-isobutyl GABA|(S)-3-Isobutyl GABA|DB00230,20200307,20080117,Curation Efforts|Research and Development,NULL
46504935,5288527,DrugBank,DB02197,"DB02197|4-[(4-IMIDAZO[1,2-A]PYRIDIN-3-YLPYRIMIDIN-2-YL)AMINO]BENZENESULFONAMIDE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504936,3103,DrugBank,DB01146,diphenylpyraline|Diphenylpyralamine|4-(Benzhydryloxy)-1-methylpiperidine|1-Methyl-4-piperidyl benzhydryl ether|4-(benzhydryloxy)-N-methylpiperidine|1-methyl-4-hydroxypiperidine benzhydryl ether|DB01146,20210728,20080117,Curation Efforts|Research and Development,NULL
46504937,131704251,DrugBank,DB03536,benzoyl-arginine-alanine-methyl ketone|DB03536|Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate,20210728,20080117,Curation Efforts|Research and Development,NULL
46504938,154044,DrugBank,DB02102,Mozenavir|DB02102,20200307,20080117,Curation Efforts|Research and Development,NULL
46504939,5288206,DrugBank,DB02816,"DB02816|7-(1-METHYL-1,2,3-TRIAZOL-4-YL)-6-FORMYL-2,7-DIHYDRO-[1,4]THIAZEPINE-3-CARBOXYLIC ACID, BRL42715, C6-(N1-METHYL-1,2,3-TRIAZOLYLMETHYLENE)PENEM",20200307,20080117,Curation Efforts|Research and Development,NULL
46504940,2350,DrugBank,DB04890,Bepotastine|DB04890,20200307,20080117,Curation Efforts|Research and Development,NULL
46504941,9996708,DrugBank,DB01936,alpha-D-arabinofuranose|DB01936,20200307,20080117,Curation Efforts|Research and Development,NULL
46504942,338,DrugBank,DB00936,salicylic acid|2-Hydroxybenzoic acid|o-Carboxyphenol|2-Carboxyphenol|o-hydroxybenzoic acid|DB00936,20200307,20080117,Curation Efforts|Research and Development,NULL
46504943,5289510,DrugBank,DB03087,2-(SEC-BUTYL)THIAZOLE|DB03087,20200307,20080117,Curation Efforts|Research and Development,NULL
46504944,448317,DrugBank,DB02177,DB02177|1-ACETYL-4-(4-{4-[(2-ETHOXYPHENYL)THIO]-3-NITROPHENYL}PYRIDIN-2-YL)PIPERAZINE,20200307,20080117,Curation Efforts|Research and Development,NULL
46504945,5388929,DrugBank,DB04612,"DB04612|N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",20210728,20080117,Curation Efforts|Research and Development,NULL
46504946,5288385,DrugBank,DB01699,(4E)-4-AMINOHEX-4-ENOIC ACID|DB01699,20200307,20080117,Curation Efforts|Research and Development,NULL
46504947,445534,DrugBank,DB04227,"DB04227|9-amino-2-deoxy-2,3-dehydro-n-acetyl-neuraminic acid|(6R)-5-Acetamido-6-[(1R,2R)-3-amino-1,2-dihydroxypropyl]-2,6-anhydro-3,5-dideoxy-L-threo-hex-2-enonic acid",20200307,20080117,Curation Efforts|Research and Development,NULL
46504948,84836,DrugBank,DB04085,"Bis(N-maleimidomethyl)ether|N,N'-(Oxydimethylene)dimaleimide|DB04085",20210728,20080117,Curation Efforts|Research and Development,NULL
46504949,85466,DrugBank,DB03924,"5,8-DI-AMINO-1,4-DIHYDROXY-ANTHRAQUINONE|DB03924",20210728,20080117,Curation Efforts|Research and Development,NULL
46504950,102146,DrugBank,DB01471,Bolasterone|DB01471,20200307,20080117,Curation Efforts|Research and Development,NULL
46504951,146719,DrugBank,DB03673,L-3-(2-Thienyl)alanine|beta-2-thienyl-l-alanine|beta-(2-THIENYL)-L-ALANINE|DB03673,20200307,20080117,Curation Efforts|Research and Development,NULL
46504952,5287492,DrugBank,DB04591,"DB04591|N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",20200307,20080117,Curation Efforts|Research and Development,NULL
46504953,88064,DrugBank,DB02518,N-Acetyl-L-alanine|Ac-Ala-OH|N-ACETYLALANINE|Acetylalanine|N-Acetyl-S-alanine|L-N-Acetylalanine|2-Acetamidopropionic acid|N-Acetyl-L-alpha-alanine|s-(-)-n-acetylalanine|(S)-2-(acetylamino)propanoic acid|DB02518,20200307,20080117,Curation Efforts|Research and Development,NULL
46504954,449124,DrugBank,DB03632,Argifin|DB03632,20210728,20080117,Curation Efforts|Research and Development,NULL
46504955,736715,DrugBank,DB01971,urocanic acid|trans-Urocanic acid|(2E)-3-(1H-IMIDAZOL-4-YL)ACRYLIC ACID|(E)-3-(1H-Imidazol-4-yl)-2-propenoic acid|DB01971,20200307,20080117,Curation Efforts|Research and Development,NULL
46504956,446816,DrugBank,DB02277,1-(5-TERT-BUTYL-2-METHYL-2H-PYRAZOL-3-YL)-3-(4-CHLORO-PHENYL)-UREA|DB02277,20210728,20080117,Curation Efforts|Research and Development,NULL
46504957,17925,DrugBank,DB01511,Delorazepam|Chlordesmethyldiazepam|DB01511,20200307,20080117,Curation Efforts|Research and Development,NULL
46504958,52946593,DrugBank,DB04752,PEth|PHOSPHATIDYL ETHANOL|DB04752,20200307,20080117,Curation Efforts|Research and Development,NULL
46504960,444637,DrugBank,DB01637,"3,7,11,15-TETRAMETHYL-HEXADECAN-1-OL|DB01637",20200307,20080117,Curation Efforts|Research and Development,NULL
46504961,656973,DrugBank,DB01879,DB01879|(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid,20200307,20080117,Curation Efforts|Research and Development,NULL
46504962,444104,DrugBank,DB03003,glutathione sulfonic acid|DB03003,20200307,20080117,Curation Efforts|Research and Development,NULL
46504963,3341,DrugBank,DB00800,fenoldopam|DB00800,20200307,20080117,Curation Efforts|Research and Development,NULL
46504964,126154,DrugBank,DB04541,"Cyclo(pro-gly)|Cyclo(prolylglycyl)|Cyclo(pro-O-gly)|DB04541|(S)-Hexahydropyrrolo(1,2-a)pyrazine-1,4-dione-4-17O",20200307,20080117,Curation Efforts|Research and Development,NULL
46504965,17754065,DrugBank,DB01815,Nz-(Dicarboxymethyl)Lysine|DB01815,20200307,20080117,Curation Efforts|Research and Development,NULL
46504966,445383,DrugBank,DB02089,"CP-526423|DB02089|BIS[5-CHLORO-1H-INDOL-2-YL-CARBONYL-AMINOETHYL]-ETHYLENE GLYCOL|1,2-BIS(2-(5-CHLOROINDOLE-2-CARBONYLAMINO)ETHOXY)ETHANE|N,N'-[1,2-Ethanediylbis(oxy-2,1-ethanediyl)]bis(5-chloro-1H-indole-2-carboxamide)",20210728,20080117,Curation Efforts|Research and Development,NULL
46504967,174251,DrugBank,DB04036,Coenzyme A persulfide|Coa persulfide|DB04036,20200307,20080117,Curation Efforts|Research and Development,NULL
46504968,119182,DrugBank,DB00631,"Clofarabine|CAFdA|Cl-F-Ara-A|DB00631|(2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol|2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)adenine|2-chloro-9-(2'-deoxy-2'-fluoro-beta-D-arabinofuranosyl)adenine",20200307,20080117,Curation Efforts|Research and Development,NULL
